id,hi,en
wss3793,esjh nqdku lM+d ds ml ikj gSA,My shop is across the road. 
wss3795,yksVk yq<+drs yq<+drs yq<+d x;k A,The metal pot (vessel) kept rolling and fell down.
wss3797,yksVk yq<+drs yq<+drs fxjus ls cp x;k A,The metal pot kept rolling but escaped falling.
wss3799,eSa fxjus ls cp x;k A,I escaped falling.
wss3801,eSa fxjrs fxjrs cpkA,I narrowly escaped falling.
wss3803,oks fLofefeax iwy esa fxjrs fxjrs cp x;k A,He narrowly escaped falling into the swimming pool.
wss3805,oks lkbZfdy ls fxjrs fxjrs cpk A,He narrowly escaped falling off the bicycle.
wss3807,oks ikl gksrs gksrs jg x;k A,He narrowly missed the pass marks.
wss3809,fxykl esjs gkFk ls fLyi gks x;k vkSj yq<+dus yxk,The glass slipped out of my hands and started rolling. 
wss3811,;s esjs fnekx ls fudy x;k / eq>s /;ku ugha jgk A,It slipped out of my mind./ It slipped from my mind.
wss3813,eq>s lfCt;ka Hkh ykuh Fkh fnekx ls fudy x;k A,I had to bring vegetables too. It just slipped out of my mind.
wss3815,"fpark er djks eSaus rqEgkjs fy, 2 dsys cpkdj j[ks gSaA",Don’t worry. I have spared 2 bananas for you.
wss3817,"pyk tk,\",Shall we go? / Do we go?
wss3819,"[kk;k tk,\",Shall we eat? / Do we eat?
wss3821,eSa 13 twu dks ml 'kgj esa Qal x;k Fkk A,I had been stuck in that city on 13th of June.
wss3823,eSa pkgdj Hkh mlls fey ugha ldk A,I wished to meet her but I couldn’t.
wss3825,ikuh vc xje gS]vki ugkus tkb;s A,Water is warm now. You go and take a bath.
wss3827,ikuh xquxquk gks x;k gS A,The water has turned lukewarm.
wss3829,eSaus fdlh dk D;k fcxkM+k gS\,What wrong have I done to anyone?
wss3831,rqeus esjk D;k fcxkM+k gS\,What wrong have you done to me?
wss3833,eSaus mldk D;k fcxkM+k gS\,What wrong have I done to him?
wss3835,",slk esjs lkFk gh D;ksa gksrk gS\",Why does it happen only with me?
wss3837,eSa rSj ds unh ikj dj ldrk gw¡A,I can swim across the river.
wss3839,"D;k vki Ldwy tk ik,\",Could you go to school?
wss3841,D;k oks ?kj vk ik;k\,Could he come home?
wss3843,vki esjs ?kj vk ldrs FksA,You could have come my home.
wss3845,"vkidks vius nksLrksa ls ckr djuh pkfg,A",You Should talk to your friends.
wss3847,"vkidks eq>s Qksu ugha djuk pkfg,A",You shouldn’t call me.
wss3849,"eq>s ogk¡ t#j tkuk pkfg,A",I must go there.
wss3851,esjk ?kj lM+d ds ml ikj gSA,My house is across the road.
wss3853,oks lM+d ds ikj [kM+k gSA,He is standing ­across the road.
wss3855,"gesa vius ns'k ds fy, yM+uk pkfg,A",We ought to fight for our nation.
wss3857,"mls vius ns'k ds fy, yM+uk pkfg, FkkA",He ought to have fought for his nation.
wss3859,D;k eSa jkgqy ls ckr dj ldrk gw¡\,Could I talk to Rahul please?
wss3861,D;k eSa vkids lkFk cSB ldrk gw¡A,May I sit with you?
wss3863,jkgqy dks tkuk gSA,Rahul has to go.
wss3865,jkgqy dks ugha tkuk gSA,Rahul has not to go.
wss3867,D;k jkgqy dks tkuk gS,Has Rahul to go?
wss3869,D;k jkgqy dks ugha tkuk gS,Has Rahul not to go?
wss3871,";s ,d iDdh lM+d gSA",This is a metalled road.
wss3873,";s ,d dPph lM+d gSA",This is an unmetalled road.
wss3875,vki esjs dkSu gks\,Who are you to me?
wss3877,"dk'k eSa ,d yM+dh gksrk !",I wish I were a girl!
wss3879,"dk'k eSa ,d fxVkfjLV gksrk !",I wish I were a guitarist!
wss3881,dk'k esjs ikl iSls gksrs !,I wish I had money!
wss3883,dk'k eSa ogk¡ tk ldrk !,I wish I could go there!
wss3885,",slk lkspuk Hkh erA",Don’t even think so.
wss3887,;s djuk xyr gSA,This is wrong to do it.
wss3889,ckfj'k gksus nksA,Let it rain.
wss3891,esjs iSj esa nnZ gS A,There is a pain in my leg. / My leg is paining.
wss3893,esjh Å¡xyh esa nnZ gS A,There is a pain in my finger. / My finger is paining.
wss3895,vanj ls dqlhZ ys ds vkvksA,Bring the chair from inside.
wss3897,dqlhZ vUnj j[kks A,Keep the chair inside.
wss3899,rqEgsa MkaV iM+sxh A,You will be scolded.
wss3901,eSa eksckby cgqr pykrk gw¡A,I use mobile a lot.
wss3903,eSa ySiV‚i cgqr pykrk gw¡A,I work on laptop a lot.
wss3905,eSa ckbd cgqr pykrk gw¡ A,I ride the bike a lot.
wss3907,eSaus twrs mrkjs A,I took off the shoes.
wss3909,ck<+ us rckgh epk nhA,The flood created havoc.
wss3911,mUgksaus ogk¡ rckgh epk nhA,They created havoc there.
wss3913,iwjs fnu eSa O;Lr FkkA,"Throughout the day, I was busy."
wss3915,njokts dks vk/kk [kqyk NksM+ nksA,Leave the door ajar.
wss3917,eSa dBiqryh ugha gw¡A,I am not a puppet.
wss3919,";s I;kj ugha vkd""kZ.k gSA",It’s not love but infatuation.
wss3921,oks cgqr xgjh uhan esa gSA,He is having a sound sleep.
wss3923,lqfer ;gk¡ gSA,Sumit is here.
wss3925,lqfer ;gha ij gSA,Sumit is very much here.
wss3927,;g xSjdkuwuh dke gS |,This is an illegal act.
wss3929,cqjh vknrsa NksM+ nks |,Give up bad habits.
wss3931,D;k rqe rSj ldrs gks \,Can you swim?
wss3933,bl fxykl dks er rksM+ks |,Don’t break this glass.
wss3935,os Qwy rksM+ jgs Fks |,They were plucking flowers.
wss3937,fdlh dks xkyh er nks |,Don’t abuse anybody.
wss3939,vki esjs xokg gSa |,You are my witness.
wss3941,;g dkuwu ds fo:) gS |,It’s against the law.
wss3943,D;k ;s Qwy eqj>krs ugha\,Do these flowers not fade?
wss3945,vki twrs i‚fy'k djrs gks u\,"You polish shoes, right?"
wss3947,vkidh esgjckuh gS |,So kind of you.
wss3949,cgqr [kq'kh ls !,With great pleasure!
wss3951,eq>s xyr u le>sa |,Don’t take me wrong.
wss3953,eSa cgqr vkHkkjh gw¡ |,I am highly obliged.
wss3955,mldh vkRek dks 'kkafr feys !,May his soul rest in peace!
wss3957,"eSa jkst ,d lsc [kkrk gw¡ |",I eat an apple daily.
wss3959,dkSu ugha tkrk gS\,Who doesn’t go?
wss3961,dkSu dkSu ugha tkrs gSa\,Who all don’t go?
wss3963,jke dHkh ugha [ksyrkA,Ram never plays.
wss3965,og esjs lkFk i<+rk Fkk |,He was my class-fellow
wss3967,"—i;k ,d fxykl ikuh yk;sa |",Please bring a glass of water.
wss3969,dksbZ vkidks cqyk jgk gS |,Somebody is calling you.
wss3971,vki cgqr nsj yxk jgs gSa |,You are taking too long.
wss3973,vki dgk¡ dke djrs gSa \,Where do you work?
wss3975,[kq'kh rks eq>s gqbZ gS |,Pleasure is all mine.
wss3977,lkjh xyrh vkidh gSA,It’s all your fault.
wss3979,uy can dj nks |,Turn the tap off.
wss3981,uy [kksy nks |,Turn the tap on.
wss3983,ySEi cq>k nks |,Put out the lamp.
wss3985,ySEi tyk nks |,Light the lamp.
wss3987,dgha utj u yxsA,Touch wood!
wss3989,eSaus rqEgkjh flQkfj'k dj nh gSA,I have recommended you.
wss3991,dqÙks us mls fQj dkV fy;k gS A,Dog has bitten him again.
wss3993,D;k nwYgk M‚DVj gS\,Is the Groom a doctor?
wss3995,oks esjk cgqr djhch gSA,He is very close to me.
wss3997,esjh ckr lquks |,Listen to me.
wss3999,cPpksa dks rax er djks |,Don’t tease the children.
wss4001,fdruk cny x;k rw !,How changed you are!
wss4003,eq>s R;ksgkj ilan gSA,I love festivals.
wss4005,ckjkr vHkh ugha vkbZ gSA,Baraat hasn’t come yet.
wss4007,ikxy gks x;k gS D;k rw\,Are you mad or what?
wss4009,/;ku ls lquks |,Listen carefully.
wss4011,Q'kZ lkQ djks |,Clean the floor.
wss4013,viuh deht mrkj nks |,Take off your shirt.
wss4015,Ldwy dk çksxzke [kRe gks pqdk gSA,School function is over.
wss4017,viuh deht igu yks |,Put on your shirt.
wss4019,mls igys cksyus nks |,Let him speak first.
wss4021,rqjar rS;kj gks tkvks |,Be ready at once./ Get ready at once.
wss4023,vkxs ls /;ku j[kukA,Keep in mind from now.
wss4025,cgqr nsj gks xbZ gS |,It’s very late.
wss4027,vius nkar lkQ djks |,Clean your teeth.
wss4029,D;k vkids gks'k fBdkus gSa \,Are you in your senses?
wss4031,";g ,d t:jr cu x;h gSA",It has become a necessity.
wss4033,oks vthc FkkA,He was awkward.
wss4035,;g dSls dke djrk gS\,How does it work?
wss4037,mls vius vki lh[kuk gksxkA,He’ll have to learn himself.
wss4039,vDVwcj R;ksgkjksa dk eghuk gSA,October is a month of festivals.
wss4041,vkSj dqN gS vkids ikl\,Anything else do you’ve?
wss4043,lko/kku jgksA,Be careful / Be cautious.
wss4045,xaHkhj cuksA,Be serious.
wss4047,t:j!,Certainly!
wss4049,bls lkQ djksA,Clean it.
wss4051,pkgs tks gks!,Come what may! / No matter what!
wss4053,dksbZ ckr ughaA,It’s all right.
wss4055, 'kjkjrh er cuksA,Don’t be naughty.
wss4057,;g cgqr nwj gSA,It’s quite far.
wss4059,rqjUr tkvksA,Go at once. / Go right away
wss4061,nwj tkvksA,Go away.
wss4063,lh/ks tkukA,Go Straight.
wss4065,dksbZ ckr ughaA,No problem.
wss4067,dHkh ughaA,Not at all.
wss4069,vkSj dqN ughaA,Nothing else.
wss4071,dksbZ [kkl ckr ughaA,Nothing special.
wss4073,Hkjkslk j[ksaA,Rest Assured.
wss4075,fQj feysaxsA,See you again. / Meet you again.
wss4077,dy feysaxsA,See you tomorrow.
wss4079,nwj ys tkvksA,Take away.
wss4081,Hkxoku dk 'kqØ gS!,Thank God!
wss4083,lEeku nsus ds fy;s /kU;oknA,Thanks for the honour.
wss4085,;s cgqr gSA,This is much.
wss4087,;s cgqr T;knk gSA,This is too much.
wss4089,ckgj bartkj djksA,Wait outside please.
wss4091,cPps dSje [ksyrs gSaA,Children play carrom.
wss4093,D;k rqe mls igpkurs gks\,Do you recognize him ?
wss4095,rqe dSls tkvksxs\,How will you go?
wss4097,ge VSDlh dj ysaxsA,We will hire a taxi.
wss4099,D;k ckr gS\,What is the matter?
wss4101,rS;kj gks tkvksA,Get ready/Be ready.
wss4103,rqe dc Ýh gks tkvksxs\,When will you become free?
wss4105,vHkh eSa O;Lr gw¡A,I’m busy at the moment.
wss4107,og fQly dj fxj x;kA,He slipped and fell down.
wss4109,"og dq¡, esa fQly dj fxj x;kA",He slipped and fell into the well.
wss4111,tqcku fQly xbZA,It was a slip of tongue.
wss4113,eEeh ?kj ij gSaA,Mom is at home.
wss4115,"eEeh ?kj ij gh gSaA ¼tksj nsrs gq,½",Mom is very much at home.
wss4117,oks BaM ls dk¡i jgk FkkA,He was shivering with cold.
wss4119,eSa Dykl esa lSdUM vkrk gw¡A,I stand second in class.
wss4121,eSa oks gw¡ tks vkids lkFk FkkA,"I am the one, who was with you."
wss4123,jkgqy oks gS tks esjs lkFk FkkA,Rahul is the one who was with me.
wss4125,eSa vius cPps dks ugyk jgk gw¡A,I am giving a bath to my son.
wss4127,eSaus vutkus esa rqEgkjk fny nq[kk;kA,I hurt you unknowingly.
wss4129,vkius tkucq> dj esjk fny nq[kk;kA,You knowingly hurt me.
wss4131,"jlksbZ ls ,d fxykl ys ds vkvks A",Bring a glass from the kitchen.
wss4133,Åij ds :e ls cksry ys ds vkvks A,Bring the bottle from the room upstairs.
wss4135,esjk eu gks jgk gS fd eSa [kkuk [kk yw¡ A,I am feeling like eating the food.
wss4137,esjk eu gks jgk gS dh eSa ugk yw¡ A,I am feeling like taking a bath.
wss4139,oks rks viuh ifCyflVh djsxk gh A,He will obviously do his publicity.
wss4141,eSa bafXy'k cksyrs cksyrs vVd tkrk gw¡ A,I fumble while speaking English.
wss4143,blesa esjk dksbZ gkFk ugha gS A,I am not involved in this.
wss4145,eSa jkst bafXy'k lh[kus dh dksf'k'k djrk gw¡ A,I try to learn English every day.
wss4147,lhek cPps dks f[kyk ¼Iys½ jgh Fkh A,Seema was making the kid play.
wss4149,",slk jkgqy ds lkFk gh D;ksa gksrk gS\",Why does it happen only with Rahul?
wss4151,rqeus ;s dg‚ ls mBkbZ Fkh\,Where had you picked it from?
wss4153,eq>ls xksyeksy ckrsa er djksA,Don’t talk clever with me.
wss4155,oks eq>s ?kj dh ngyht ikj ugha djus nsxkA,He will not let me enter the threshold of the house.
wss4157,lw;Z ueLdkj dj yks vkSj ikuh ns nksA,Greet the Sun and offer the water.
wss4159,pktZj dks Iyx esa yxk nks A,Plug the charger please.
wss4161,eq>s 5 #i;s okyh V‚Qh nsnks A,Please give me the toffee of Rs. 5 each.
wss4163,dk'k eS ogk¡ gksrkA,"I wish, I were there."
wss4165,;s eSa gh gw¡A,This is really me.
wss4167,D;k og eSa gh gw¡\,Is that really me?
wss4169,mlus gh rks ;s dgk FkkA,"It was he, who had said it."
wss4171,jke gh rks ;gk¡ vk;k FkkA,"It was Ram, who had come here."
wss4173,mlus eq>s ekjk Fkk oks Hkh ykBh lsA,"He had beaten me, that too with a stick."
wss4175,",sls esa ge dgk¡ tk ldrs gSa \",Where can we go in this situation?
wss4177,geus vkt ckgj fMuj fd;kA,We took the dinner outside today.
wss4179,"rqEgsa viuh xyrh ekuuh pkfg,A",You should confess your fault.
wss4181,eSa ugk jgk gw¡A,I am taking a bath. / I am taking a shower. 
wss4183,eSa vius csVs dks ugyk jgk gw¡A ¼vius gkFk ls½,I am giving a bath to my son.
wss4185,eSaus vius csVs dks ugyk jgk gw¡A ¼oks [kqn ugk jgk gS½,I am making my son take a bath.
wss4187,eSa vius dqÙks dks ugyk jgk gw¡A ¼vius gkFk ls½,I am giving a bath to my dog.
wss4189,eSa i<+ jgk gw¡A,I am studying / reading.
wss4191,eSa i<+k jgk gw¡A,I am teaching.
wss4193,eSa vkidks bafXy'k i<+k jgk gw¡A,I am teaching you English. / I am making you learn English.
wss4195,eSa mls lqyk jgk gw¡A,I am making him to sleep.
wss4197,eSa g¡l jgk gw¡A,I am laughing.
wss4199,eSa eqLdqjk jgk gw¡A,I am smiling.
wss4201,eSa vkidks g¡lk jgk gw¡A,I am making you laugh.
wss4203,esjh otg ls vki eqLdqjk jgs gSaA,I am making you smile.
wss4205,eSa le> jgk gw¡A,I can understand.
wss4207,eSa vkidks le>k jgk gw¡A,I making you understand.
wss4209,jke eq>s le>k jgk gSA,Ram is making me understand.
wss4211,ge mUgsa le>k jgs gSaA,We are making them understand.
wss4213,oks jks jgk gSA,He is weeping.
wss4215,oks eq>s #yk jgk gSA,He is making me weep.
wss4217,oks Hkkoqd gks jgk gSA,He is being/getting emotional.
wss4219,oks eq>s Hkkoqd dj jgk gSA,He is making me emotional.
wss4221,eSa vkidks [kq'k dj jgk gw¡A,I am making you happy.
wss4223,eSaus vkidks [kq'k fd;kA,I made you happy.
wss4225,eSaus rqEgsa nq[kh fd;kA,I made you sad.
wss4227,vki eq>s nq[kh dj jgs gSaA,You are making me sad.
wss4229,eSa [kq'k gks x;kA,I got happy.
wss4231,eSa [kq'k gks jgk gw¡A,I am getting happy.
wss4233,eSa nq[kh gks x;kA,I got sad.
wss4235,eSa nq[kh gks jgk gw¡A,I am getting sad.
wss4237,eSa mls f[kyk jgk gw¡A,I am making him eat.
wss4239,eSa vkidks ¼vius gkFkksa ls½ f[kyk jgk gw¡A,I am feeding him.
wss4241,eSa viuh xk; dks f[kyk jgk gw¡A,I am feeding my cow. / I am serving my cow.
wss4243,eSa lHkh dks f[kyk jgk gw¡A,I am serving all.
wss4245,eSa lHkh dks [kkuk ns jgk gw¡A,I am serving the food to all.
wss4247,eSa lHkh dks [kkuk f[kyok jgk gw¡A,I am getting the food served to all.
wss4249,eSa 'kVZ igu jgk gw¡A,I am wearing the shirt. / I am putting the shirt on.
wss4251,eSa mls 'kVZ iguk jgk gw¡A,I am making him wear the shirt.
wss4253,eSa vius NksVs HkkbZ dks 'kVZ iguk jgk gw¡A,I am making my younger brother wear the shirt.
wss4255,eSa lh[k jgk gw¡A,I am learning.
wss4257,eSa rqEgsa lh[kk jgk gw¡A,I am making you learn.
wss4259,fxykl dks mYVk dj nksA,Turn the glass upside down.
wss4261,eSaus fdrkc dks mYVk dj fn;kA,I turned the book upside down.
wss4263,eSaus fxykl dks mYVk j[k fn;kA,I put / kept the glass upside down.
wss4265,eSaus fdrkc dks mYVk j[k fn;kA,I put/ kept the book upside down.
wss4267,fxykl dks lh/kk dj nksA,Turn the glass right side up.
wss4269,fdrkc dks lh/kk dj nksA,Turn the book right side up.
wss4271,rqeus fdrkc mYVh idM+ j[kh gSA,You have held the book upside down.
wss4273,vkius fxykl dks mYVk idM+ j[kk gSA,You have held the glass upside down.
wss4275,vkius di mYVk idM+ j[kk gSA,You have held the cup upside down.
wss4277,vkidh pIiysa mYVh iM+h gqbZ gSaA,Your slippers are lying upside down.
wss4279,viuh pIiysa lh/kh dj yksA,Turn your slippers right side up.
wss4281,eSaus 'kVZ mYVh igu yhA,I put on the shirt inside out.
wss4283, 'kVZ dks lh/kk dj yksA,Turn the shirt right side out.
wss4285,mlus esjh ckr dks mYVk le> fy;kA,He took me otherwise / wrong.
wss4287,mYVk eSaus rks ogk¡ cgqr etk fd;kA,I rather enjoyed myself there.
wss4289,mYVk oks eq>s M+k¡Vus yxsA,He rather started scolding me.
wss4291,mYVk ?kweksA,Please turn opposite.
wss4293,mlus esjs dgs dk mYVk fd;kA,He did opposite of what I said.
wss4295,oks mYVk ysVk gqvk gSA,He is lying upside down.
wss4297,lh/kk ysVksA,Turn your chest up.
wss4299,eSa cgqr i<+rk Fkk rkfd vPNs uEcj yk ikÅ¡A,I used to study a lot so as to score good marks. /
wss4301,mlus esjk lkFk fn;k rkfd eSa Hkh mldk lkFk nwaA,He supported me so as to receive my support too. 
wss4303,mlus esjh ckr dks tksM+ rksM+ dj vkids lkeus j[kkA,He manipulated my words and conveyed to you.
wss4305,";s vkids cPps ds fy, vuqdwy ekgkSy ugha gSA",This is not a conducive environment for your child.
wss4307,"jkst ,Dljlkbt djuk gekjs fnekx vkSj c‚Mh ds fy, vuwdwy gSA",To exercise everyday is conducive for our mind & body.
wss4309,vkidk LoHkko vkSj O;ogkj dkQh gn rd vkidh ijofj'k ij fuHkZj djrk gSA,Your nature and behavior largely depend on your upbringing.
wss4311,Hkwy ds Hkh dEiuh ds fu;eksa dks er rksM+ukA,Don’t dare to breach company’s rules.
wss4313,cPpksa dks vklikl [ksyrs ns[kuk Vsa'ku de dj nsrk gSA,Seeing the kids playing around lessens one’s tension.
wss4315,mlus viuh esgur ls viuh xjhch dks vehjh esa cny fn;kA,He changed his adversity into prosperity with his hard work.
wss4317,"oks ,d vk'kkoknh bUlku gSA mldh lksp i‚ftfVo gSA",He is an optimistic person. His has a positive thinking.
wss4319,"eSa vius vPNs Hkfo""; ds çfr vk'kkoknh gw¡A",I am optimistic to have a bright future.
wss4321,ml vijk/kh ds NwV tkus ls gj dksbZ gSjku FkkA,Everyone was shocked with that criminal’s acquittal.
wss4323,",d funksZ""k O;fä dk ltk ls cp fudyuk vPNh [kcj gSA",Acquittal of an innocent person is good news.
wss4325,tc vki ckgj fudyrs gSa] rc vkidks nqfu;knkjh dk irk yxrk gSA,"When you go out, you get to know about life."
wss4327,;s diMs fudkydj eSaus viuk cSx gYdk dj fn;k gSA,I’ve lightened my bag by taking these clothes out.
wss4329,bl cYc ls mlus vius dejs esa mtkyk dj fn;kA,He lightened his room with this bulb.
wss4331,rqEgkjk liksVZ mls cqjs nkSj esa etcwr cukrk gSA,Your support strengthens him in adverse situations.
wss4333,vehjh nksLr cukrh gS vkSj xjhch mUgsa ij[krh gSA,Prosperity gains friends and adversity tries them.
wss4335,le`f) dk eryc gS iSlk vkSj çksiVhZA,Prosperity means to have money and property.
wss4337,"oks ,d fujk'kkoknh bUlku gSA mldh lksp uSxsfVo gSA",He is a pessimistic person. He has a negative thinking.
wss4339,;s edku 2002 esa ljdkj ds }kjk vius dCts esa fy;k x;k Fkk A,This house had been acquired by the government in 2002.
wss4341,eSa vkils feyus dk cslczh ls bUrtkj dj jgk gw¡A,I am looking forward to meeting you.
wss4343,vki bl çksiVhZ dks [kjhnus dh mEehn dj ldrs gSaA,You can look forward to buying this property.
wss4345,ekuk] vkids ikl iSls u gksaA vc vki D;k djksxs\,"For instance, you have no money. What would you do now?"
wss4347,"ekuk] ogk¡ dksbZ u gks] ,sls esa vki Mj tkvksxsA","For instance, there is no one. You’d be scared then."
wss4349,tc vki ckgj fudyrs gSa] rc vkidks nqfu;knkjh dk irk yxrk gSA,"When you go out, you come to know about life. /"
wss4351,eSa jkst nkSM+us tkrk gw¡A ftldh otg ls] eq>esa vPNk LVsfeuk gSA,"I go for running every day. As a corollary to that, I have good stamina. "
wss4353,"oks vPNh i<kbZ djrk gSA blhfy,] mlus igyh gh ckj esa bXtSe ikl dj fy;kA","He studies well. Due to which, he passed the exam in first attempt."
wss4355,bl olh;r ds vuqlkj] bl iSr`d lEifÙk ij vkidk dkuwuh gd gSA,"As per this will, you have legal rights on this ancestral property."
wss4357,"vkids tcjnLr liksVZ ds fy, cgqr cgqr /kU;oknA",Thank you so much for your incredible support.
wss4359,esjs utfj;s esa bl çksiVhZ ds jsV rsth ls c<saxsA,"In my perspective, the rate of this property will increase quickly."
wss4361,"phtksa dks ns[kus dk vkidk utfj;k/ –f""Vdks.k vkl ikl ds egkSy ij fuHkZj djrk gSA",Your perspective to see things depends on your surroundings.
wss4363,"eSa bl iSu ds fy, dsoy 50 # dh cksyh yxk ldrk gw¡A blls T;knk ugha!",I can only bid Rs. 50 for this pen. No higher than this!
wss4365,;wfu;u us gM+rky ds ek/;e ls dEiuh ds QSlys dk fojks/k djus dh /kedh nhA,The union threatened to retaliate the company’s decision by calling a strike.
wss4367,"eSp fQfDlax ds ifj.kke Lo:i ,d dehVh cukbZ x;hA",A committee was formed in the wake of the match fixing.
wss4369,"etnwjksa ds fgrksa dks eísutj j[krs gq, PM us ;s QSlyk fy;kA",The PM made this decision in the wake of workers’ welfare.
wss4371,mldk y{; xjhch dks tM+ ls m[kkM+ Qsaduk gSA,His ambition is to eradicate poverty.
wss4373,"dsoy ,d ,DliVZ gh vkidh çfrHkk dk vk¡dyu dj ldrk gSA",Only an expert can assess your talent.
wss4375,xUnxh okyh txgksa esa ikuh ihuk tksf[ke Hkjk gSA,To drink water at non hygienic places is a health hazard.
wss4377,"t:jr ls T;knk bldk ç;ksx okrkoj.k ds fy, Bhd ugha gSA",Its excessive use is an environmental hazard.
wss4379,rqEgkjs çfr mlds I;kj dh lPpkbZ ij ge 'kd ugha dj ldrsA,We can’t doubt the veracity of his feelings for you.
wss4381,vkius tks vkjksi yxk;s gSa] mlesa fdruh lPpkbZ gS] lkfcr djksA,Prove the veracity of your allegations.
wss4383,igys ;s iDdk dj yks fd dksbZ vklikl rks ugha gS!,First you ensure that no one is around.
wss4385,eSa lqfuf'pr dj ywaxk fd eq>s jkst Dykl esa mifLFkr jguk gSA,I will ensure to attend the class every day.
wss4387,mlds ckyksa dk LVkbZy vDlj cgqr [kwclwjr gksrk gSA,Her hair style is often very elegant.
wss4389,eSa viuh çfrHkk ls lcdks pkSadk ldrk gw¡A,I can astound every one with my talent.
wss4391,va/ksjs esa mlds vpkud lkeus vk tkus ls eSa cqjh rjg Mj x;kA,His sudden appearance in dark astounded me badly.
wss4393,cqyMkstj us 1 ?kaVs esa iwjh fcfYMax dks /kjk'kk;h dj fn;kA,The bulldozer demolished the whole building within an hour.
wss4395,"u;h QSDVªh cukus ds fy, mldh iqjkuh QSDVªh dks rksM+ fn;k x;kA",His old factory was demolished so as to build a new one.
wss4397,"vkids f[kykQ gks jgs ""kM+;a= dks mUgksaus mtkxj fd;kA",They unearthed the conspiracy against you.
wss4399,"1998 esa fy[kk x;k ,d ySVj bl Qkby ls fudkyk x;kA","A letter, written in 1998 was unearthed from this file."
wss4401,dsoy gekjk 'kjhj [kRe gksrk gS]vkRek vej gSA,Only our body dies. Soul is immortal.
wss4403,lc dqN le; ds lkFk [kRe gks tk;sxkA dqN Hkh vej ugha gSA,Everything will perish with time. Nothing is immortal.
wss4405,mlus vius vPNs deksaZ ls viuh Nfo dks c<k;kA,He cultivated his image with his good deeds.
wss4407,bl V‚fid dks ml ohfM;ks esa foLrkj ls crk;k x;k gSA,This topic has been covered in that video extensively.
wss4409,bl xkao esa vkyw dh iSnkokj cM+s iSekus ij dh tkrh gSA,Potato is cultivated extensively in this village.
wss4411,eSaus mldh vkokt esa FkksMh ?kcjkgV eglwl dhA,I felt some anxiety in her voice.
wss4413,"ftruk eSa ,sojsLV ds ikl igqapk] esjh ?kcjkgV c<+rh x;hA","As I reached closer to the Everest, my anxiety increased."
wss4415,mls lrk;k x;k rkfd oks mdls vkSj dksbZ xyrh dj cSBsA,He was persecuted so as to provoke him and make him commit a mistake.
wss4417,tkuoj rc rd ugha ekjrs tc rd mUgsa mdlk;k u tk;sA,The animals don’t attack unless provoked.
wss4419,Hkwdai us f[kM+fd;ksa dks fgyk dj j[k fn;k A,The earthquake caused the windows to rattle.
wss4421,xqLls esa gksus ij mlus can njokts dks [kM+[kM+ djuk 'kq: dj fn;kA,"Being angry, he started rattling the locked door."
wss4423,"vkidks QSlyk ysrs od~r fu""i{k gksuk t:jh gSA",You must be impartial while making a decision.
wss4425,";s fu""i{k joS;k ugha gS] vkius mls 100 :i, fn,] vkSj eq>s dsoy 10 :i,A","This is not an impartial treatment. You gave him Rs. 100, and to me just Rs.10."
wss4427,bldh [kq'kcw cgqr I;kjh Fkh vkSj oks iwjs fnu jghA,Its fragrance was very pleasant and lasted all day.
wss4429,bl isM+ ds gksus ls ges'kk [kq'kcw cuh jgrh gSA,The presence of this tree guarantees sweet fragrance all the time.
wss4431,"daiuh 'kq:vkr ls gh vkxs c<+us ds fy, ç;kl fd;s tk jgh gSA",The company has been striving to grow since its inception.
wss4433,eSa ges'kk dqN vPNk djus dk ç;kl djrk gw¡ A,I always strive to do something better.
wss4435,eSa fpduh feêh dh ewfrZ;ka cukrk gw¡ A yksx eq>s dqEgkj dgrs gSa A,I make clay sculptures. People call me potter.
wss4437,ewfrZ;ksa dks vke rkSj ij ydM+h] IykfLVd] fpduh feVVh ;k fdlh /kkrq ls cuk;k tkrk gS A,"Sculptures are generally made of wood, plastic, clay or some metal."
wss4439,",d çsj.kk nsus okyk Hkk""k.k fdlh dh Hkh fujk'kk dks mEehn esa cny ldrk gS A",A motivational speech can turn one’s despair into hope.
wss4441,"mldh vkokt esa fujk'kk Fkh] 'kk;n blfy, dh oks ,Xtke esa Qsy gks x;k A","His voice had a feeling of despair, maybe because he failed the exam."
wss4443,mlus eq>s ogk¡ ls fudy tkus dk b'kkjk fd;k A,He gestured to me for going from there.
wss4445,;s bl ckr dk ladsr nsrk gS fd gekjs chp fdruk I;kj gS A,It gestures how we love each other.
wss4447,eq>s cgqr cqjk eglwl gqvk A 'kk;n eSaus mlds lkFk xyr fd;k A,I felt a pang of guilt. I think I did wrong to him.
wss4449,ekrk firk ls vyx jguk vdsysiu dk vglkl fnykrk gS A,Being away from parents produces a pang of loneliness.
wss4451,"pdkpkSa/k dj nsus okyh ykbV ,slk dj nsrh gS fd FkksM+h nsj ds fy, dqN fn[krk ugha gS A",A dazzling light makes one’s eyes unable to see for a while.
wss4453,mldh eqLdqjkgV xtc dh Fkh vkSj mldh ilZusfyVh Hkh A,He had a dazzling smile and a superb personality as well.
wss4455,"jktk us funksZ""k yksxksa ij vR;kpkj fd;kA",The king persecuted the innocent people.
wss4457,lM+d iwjh rjg cQZ ls <dh gqbZ Fkh] ysfdu gekjs ikl dksbZ fodYi ugha Fkk ctk; vkxs c<+us ds A,"The road was totally covered with snow, but we had no option but to trudge through it."
